price,price log,bedrooms,bedrooms log,bathrooms,bathrooms ROUNDED,Bathrooms log,sqft_living,sqft_living log,sqft_lot,sqft_lot log,floors,floors Rounded,floors log,waterfront,view,yr_built,yr_built log,yr_renovated,zipcode,lat,long
283200,5.452093249,4,0.602059991,1.75,2,0.301029996,1830,3.26245109,12540,4.098297536,1,1,0,0,0,1958,3.291812687,0,98003,47.3348,-122.324
650000,5.812913357,3,0.477121255,2.5,3,0.477121255,2540,3.404833717,8073,3.907034952,1,1,0,0,0,1937,3.287129621,0,98177,47.7176,-122.36
449500,5.652729696,3,0.477121255,2,2,0.301029996,1770,3.247973266,6610,3.820201459,1,1,0,0,0,1954,3.290924559,0,98133,47.7703,-122.343
400000,5.602059991,3,0.477121255,1.75,2,0.301029996,1470,3.167317335,6682,3.824906471,1,1,0,0,0,1987,3.298197867,0,98034,47.7315,-122.226
89950,4.954001168,1,0,1,1,0,570,2.755874856,4080,3.610660163,1,1,0,0,0,1942,3.288249226,0,98146,47.5098,-122.334
158800,5.200850498,3,0.477121255,1,1,0,960,2.982271233,8291,3.918606915,1,1,0,0,0,1950,3.290034611,0,98146,47.5006,-122.334
870000,5.939519253,4,0.602059991,3,3,0.477121255,2940,3.46834733,7108,3.851747419,2,2,0.301029996,0,1,2011,3.303412071,0,98136,47.5437,-122.395
196000,5.292256071,3,0.477121255,1.5,2,0.301029996,1000,3,18568,4.268765127,1,1,0,0,0,1989,3.298634783,0,98001,47.2976,-122.271
850000,5.929418926,3,0.477121255,1.75,2,0.301029996,2450,3.389166084,8603,3.934649923,1,1,0,0,0,1940,3.28780173,0,98199,47.6536,-122.414
775000,5.889301703,4,0.602059991,2.5,3,0.477121255,3310,3.519827994,5101,3.707655324,2,2,0.301029996,0,0,2005,3.302114377,0,98052,47.6649,-122.08
483500,5.684396478,3,0.477121255,2.5,3,0.477121255,1670,3.222716471,4308,3.634275695,2,2,0.301029996,0,0,2001,3.301247089,0,98027,47.5307,-122.047
387000,5.587710965,3,0.477121255,1.5,2,0.301029996,1620,3.209515015,21929,4.341018828,2,2,0.301029996,0,0,1990,3.298853076,0,98019,47.767,-121.903
900000,5.954242509,3,0.477121255,3,3,0.477121255,2990,3.475671188,30869,4.489522561,2,2,0.301029996,0,0,1951,3.290257269,2003,98155,47.7602,-122.278
336000,5.526339277,3,0.477121255,1.5,2,0.301029996,1240,3.093421685,5000,3.698970004,1,1,0,0,2,1964,3.293141483,0,98106,47.5659,-122.36
415000,5.618048097,2,0.301029996,1,1,0,670,2.826074803,6000,3.77815125,1,1,0,0,0,1949,3.289811839,0,98118,47.561,-122.275
380000,5.579783597,0,#NUM!,0,0,#NUM!,1470,3.167317335,979,2.990782692,3,3,0.477121255,0,2,2006,3.302330929,0,98133,47.7145,-122.356
350000,5.544068044,3,0.477121255,1.5,2,0.301029996,1320,3.120573931,4400,3.643452676,1,1,0,0,0,1909,3.280805928,0,98112,47.6231,-122.292
1.32E+06,6.120573931,4,0.602059991,5.25,5,0.698970004,6110,3.78604121,10369,4.015736874,2,2,0.301029996,0,0,2005,3.302114377,0,98059,47.5285,-122.135
765000,5.883661435,3,0.477121255,1.75,2,0.301029996,2440,3.387389826,5800,3.763427994,1,1,0,0,3,1945,3.288919606,0,98199,47.6474,-122.412
527000,5.721810615,4,0.602059991,2.5,3,0.477121255,2900,3.462397998,6736,3.828402078,2,2,0.301029996,0,0,2013,3.303843775,0,98059,47.4954,-122.152
524000,5.719331287,4,0.602059991,2.75,3,0.477121255,2310,3.36361198,5000,3.698970004,1.5,2,0.301029996,0,0,1908,3.28057837,0,98118,47.5502,-122.268
448000,5.651278014,2,0.301029996,1,1,0,1110,3.045322979,5413,3.733438027,1,1,0,0,0,1937,3.287129621,0,98115,47.6925,-122.32
775000,5.889301703,4,0.602059991,3.25,3,0.477121255,4100,3.612783857,241322,5.382596916,2,2,0.301029996,0,0,1981,3.296884476,0,98072,47.7302,-122.096
176500,5.24674471,3,0.477121255,1,1,0,930,2.968482949,9900,3.995635195,1.5,2,0.301029996,0,0,1910,3.281033367,0,98032,47.3745,-122.231
750000,5.875061263,4,0.602059991,2.25,2,0.301029996,2420,3.383815366,11120,4.046104787,1,1,0,0,2,1952,3.290479813,0,98146,47.4954,-122.366
1.27E+06,6.103803721,4,0.602059991,2.25,2,0.301029996,2870,3.457881897,6000,3.77815125,1,1,0,0,0,1951,3.290257269,0,98112,47.6362,-122.282
250000,5.397940009,3,0.477121255,1,1,0,1480,3.170261715,6750,3.829303773,1,1,0,0,0,1958,3.291812687,0,98146,47.505,-122.366
759000,5.880241776,3,0.477121255,2.75,3,0.477121255,1960,3.292256071,6390,3.805500858,1.5,2,0.301029996,0,2,1900,3.278753601,0,98122,47.6032,-122.285
640000,5.806179974,3,0.477121255,2,2,0.301029996,1470,3.167317335,4640,3.666517981,1.5,2,0.301029996,0,0,1926,3.284656283,0,98199,47.6398,-122.393
990000,5.995635195,3,0.477121255,3.25,3,0.477121255,2460,3.390935107,4182,3.621384028,2,2,0.301029996,0,0,1910,3.281033367,0,98115,47.6782,-122.311
395000,5.596597096,4,0.602059991,1.75,2,0.301029996,1960,3.292256071,7945,3.900093902,1,1,0,0,0,1946,3.289142836,0,98125,47.7326,-122.291
275000,5.439332694,2,0.301029996,1.5,2,0.301029996,1160,3.064457989,1103,3.042575512,2,2,0.301029996,0,0,2006,3.302330929,0,98133,47.7677,-122.315
390000,5.591064607,3,0.477121255,2.5,3,0.477121255,1910,3.281033367,4755,3.677150521,2,2,0.301029996,0,0,1997,3.300378065,0,98059,47.4956,-122.162
752500,5.876506504,5,0.698970004,2.75,3,0.477121255,2720,3.434568904,4680,3.670245853,1.5,2,0.301029996,0,0,1913,3.28171497,0,98107,47.6612,-122.363
450000,5.653212514,2,0.301029996,1,1,0,1020,3.008600172,5000,3.698970004,1.5,2,0.301029996,0,0,1906,3.280122896,0,98107,47.6725,-122.396
473000,5.674861141,2,0.301029996,1,1,0,900,2.954242509,5100,3.707570176,1,1,0,0,0,1909,3.280805928,0,98117,47.6804,-122.378
178500,5.25163822,3,0.477121255,1.75,2,0.301029996,1120,3.049218023,10450,4.01911629,1,1,0,0,0,1973,3.295127085,0,98045,47.4418,-121.772
485000,5.685741739,3,0.477121255,2.5,3,0.477121255,2340,3.369215857,59058,4.771278735,1,1,0,0,0,1985,3.297760511,0,98038,47.4052,-122.028
215000,5.33243846,3,0.477121255,1.5,2,0.301029996,1410,3.149219113,8415,3.92505412,1,1,0,0,0,1982,3.29710365,0,98023,47.2914,-122.368
589000,5.770115295,4,0.602059991,1.75,2,0.301029996,1920,3.283301229,4862,3.686814955,1,1,0,0,0,1919,3.283074975,0,98116,47.5747,-122.384
325000,5.511883361,4,0.602059991,1.75,2,0.301029996,1370,3.136720567,9993,3.999695887,1,1,0,0,0,1918,3.282848603,0,98028,47.7572,-122.228
580000,5.763427994,3,0.477121255,2.5,3,0.477121255,1590,3.201397124,1937,3.287129621,2.5,3,0.477121255,0,0,2004,3.301897717,0,98116,47.5903,-122.388
181100,5.25791845,4,0.602059991,1.75,2,0.301029996,1850,3.267171728,7500,3.875061263,1,1,0,0,0,1954,3.290924559,0,98198,47.4217,-122.333
345000,5.537819095,3,0.477121255,2,2,0.301029996,1430,3.155336037,4200,3.62324929,1,1,0,0,0,1908,3.28057837,0,98199,47.6462,-122.384
781000,5.892651034,3,0.477121255,1.75,2,0.301029996,1940,3.28780173,8729,3.940964493,1,1,0,0,0,1960,3.292256071,0,98125,47.7027,-122.282
402500,5.604765885,4,0.602059991,1,1,0,1270,3.103803721,3630,3.559906625,1.5,2,0.301029996,0,0,1903,3.279438788,0,98122,47.6135,-122.307
426000,5.629409599,3,0.477121255,1.5,2,0.301029996,1380,3.139879086,7200,3.857332496,1,1,0,0,0,1948,3.289588953,0,98106,47.5292,-122.348
389000,5.589949601,3,0.477121255,2.5,3,0.477121255,1720,3.235528447,4515,3.654657755,2,2,0.301029996,0,0,2005,3.302114377,0,98065,47.5426,-121.879
670000,5.826074803,6,0.77815125,3,3,0.477121255,4050,3.607455023,36171,4.558360516,2,2,0.301029996,0,0,1970,3.294466226,0,98027,47.4708,-122.015
1.51E+06,6.178976947,4,0.602059991,3.25,3,0.477121255,3660,3.563481085,5800,3.763427994,2.5,3,0.477121255,0,0,1909,3.280805928,1995,98112,47.6283,-122.312
288400,5.459995256,3,0.477121255,2.25,2,0.301029996,1870,3.271841607,3230,3.509202522,2,2,0.301029996,0,0,1997,3.300378065,0,98056,47.4915,-122.167
700000,5.84509804,4,0.602059991,2,2,0.301029996,2230,3.348304863,4635,3.666049738,1.5,2,0.301029996,0,0,1908,3.28057837,0,98103,47.682,-122.349
830000,5.919078092,4,0.602059991,3,3,0.477121255,2020,3.305351369,6000,3.77815125,1,1,0,0,0,1968,3.294025094,2015,98199,47.6563,-122.401
1.90E+06,6.278753601,2,0.301029996,2.75,3,0.477121255,3690,3.567026366,32044,4.505746723,2,2,0.301029996,1,4,1989,3.298634783,0,98166,47.4485,-122.369
350500,5.544688022,2,0.301029996,1,1,0,1450,3.161368002,6380,3.804820679,1,1,0,0,0,1967,3.29380436,0,98115,47.6924,-122.321
431000,5.63447727,3,0.477121255,1.75,2,0.301029996,1630,3.212187604,9000,3.954242509,1,1,0,0,0,1956,3.29136885,0,98166,47.4521,-122.36
485000,5.685741739,3,0.477121255,2.5,3,0.477121255,1840,3.264817823,8250,3.916453949,1,1,0,0,1,1958,3.291812687,0,98177,47.7767,-122.378
780000,5.892094603,3,0.477121255,1.5,2,0.301029996,1620,3.209515015,7500,3.875061263,1,1,0,0,2,1949,3.289811839,0,98117,47.7014,-122.381
720000,5.857332496,2,0.301029996,1.5,2,0.301029996,1840,3.264817823,9000,3.954242509,1,1,0,0,2,1957,3.291590826,0,98136,47.5281,-122.388
415000,5.618048097,3,0.477121255,1,1,0,1360,3.133538908,73616,4.866972216,1,1,0,0,0,1971,3.294686624,0,98072,47.7528,-122.119
480000,5.681241237,4,0.602059991,1,1,0,2080,3.318063335,5500,3.740362689,1,1,0,0,0,1941,3.288025535,0,98117,47.6838,-122.386
452250,5.655378576,4,0.602059991,2.25,2,0.301029996,2550,3.40654018,10000,4,1,1,0,0,0,1979,3.296445794,0,98028,47.77,-122.259
316000,5.499687083,3,0.477121255,2.5,3,0.477121255,2550,3.40654018,8170,3.912222057,2,2,0.301029996,0,0,1985,3.297760511,0,98023,47.311,-122.345
700000,5.84509804,2,0.301029996,1,1,0,1160,3.064457989,17635,4.246375464,1,1,0,1,4,1945,3.288919606,0,98178,47.5117,-122.248
285000,5.45484486,4,0.602059991,2,2,0.301029996,1760,3.245512668,5500,3.740362689,1,1,0,0,1,1925,3.284430734,2004,98118,47.5183,-122.265
575000,5.759667845,3,0.477121255,1.75,2,0.301029996,1720,3.235528447,4050,3.607455023,1,1,0,0,0,1906,3.280122896,0,98115,47.6782,-122.314
590000,5.770852012,3,0.477121255,2.25,2,0.301029996,2300,3.361727836,12430,4.094471129,1,1,0,0,2,1960,3.292256071,0,98166,47.435,-122.347
587500,5.769007871,4,0.602059991,1.75,2,0.301029996,2500,3.397940009,20868,4.319480828,1,1,0,0,2,1956,3.29136885,0,98166,47.431,-122.338
364000,5.561101384,4,0.602059991,2.25,2,0.301029996,1750,3.243038049,10270,4.011570444,1.5,2,0.301029996,0,0,1968,3.294025094,0,98155,47.7612,-122.31
490000,5.69019608,3,0.477121255,2.5,3,0.477121255,1890,3.276461804,10190,4.008174184,2,2,0.301029996,0,0,1986,3.297979244,0,98074,47.6478,-122.061
410000,5.612783857,3,0.477121255,2.25,2,0.301029996,1800,3.255272505,36704,4.564713396,1,1,0,0,0,1978,3.296226287,0,98027,47.4688,-122.013
520000,5.716003344,3,0.477121255,2.5,3,0.477121255,2160,3.334453751,4297,3.633165354,2,2,0.301029996,0,0,1999,3.300812794,0,98029,47.5476,-122.012
389000,5.589949601,3,0.477121255,1,1,0,1380,3.139879086,6591,3.818951312,1,1,0,0,0,1947,3.289365952,0,98133,47.7164,-122.351
450000,5.653212514,2,0.301029996,1,1,0,1180,3.071882007,6000,3.77815125,1,1,0,0,0,1910,3.281033367,0,98119,47.6531,-122.373
325000,5.511883361,3,0.477121255,2.5,3,0.477121255,2550,3.40654018,4240,3.627365857,2,2,0.301029996,0,0,2006,3.302330929,0,98031,47.3986,-122.169
660000,5.819543936,2,0.301029996,1,1,0,1070,3.029383778,5000,3.698970004,1,1,0,0,0,1924,3.284205068,0,98103,47.6631,-122.337
850000,5.929418926,3,0.477121255,2.25,2,0.301029996,2870,3.457881897,8170,3.912222057,2,2,0.301029996,0,0,1995,3.2999429,0,98136,47.5363,-122.385
285000,5.45484486,3,0.477121255,2.5,3,0.477121255,1940,3.28780173,9874,3.994493123,2,2,0.301029996,0,0,1990,3.298853076,0,98042,47.3794,-122.113
395000,5.596597096,2,0.301029996,1,1,0,870,2.939519253,3121,3.494293769,1,1,0,0,0,1923,3.283979284,0,98107,47.6659,-122.369
440000,5.643452676,3,0.477121255,2,2,0.301029996,1550,3.190331698,2401,3.38039216,2,2,0.301029996,0,0,1996,3.300160537,0,98103,47.6545,-122.348
249000,5.396199347,3,0.477121255,1.75,2,0.301029996,1400,3.146128036,5648,3.751894688,1.5,2,0.301029996,0,0,1917,3.282622113,0,98056,47.5133,-122.196
635000,5.802773725,3,0.477121255,1.75,2,0.301029996,1210,3.08278537,4400,3.643452676,1.5,2,0.301029996,0,0,1930,3.285557309,0,98105,47.6621,-122.288
515000,5.711807229,3,0.477121255,2.5,3,0.477121255,3430,3.53529412,48993,4.690134034,2,2,0.301029996,0,0,2001,3.301247089,0,98001,47.2609,-122.27
1.40E+06,6.146128036,3,0.477121255,3.25,3,0.477121255,3020,3.480006943,6073,3.783403281,2,2,0.301029996,0,0,1954,3.290924559,0,98112,47.6332,-122.29
200000,5.301029996,2,0.301029996,1,1,0,950,2.977723605,8100,3.908485019,1,1,0,0,0,1955,3.291146762,0,98166,47.4572,-122.351
1.14E+06,6.056904851,4,0.602059991,2.75,3,0.477121255,3370,3.527629901,8103,3.908645839,1,1,0,0,3,1970,3.294466226,2014,98136,47.5232,-122.383
445000,5.648360011,4,0.602059991,1,1,0,1460,3.164352856,4600,3.662757832,1,1,0,0,2,1946,3.289142836,0,98126,47.566,-122.38
555000,5.744292983,3,0.477121255,1.5,2,0.301029996,1740,3.240549248,4200,3.62324929,1.5,2,0.301029996,0,0,1920,3.283301229,0,98117,47.6782,-122.361
537000,5.729974286,4,0.602059991,2,2,0.301029996,1720,3.235528447,6413,3.80706124,1,1,0,0,0,1950,3.290034611,0,98116,47.5734,-122.395
315000,5.498310554,3,0.477121255,1.75,2,0.301029996,1480,3.170261715,7500,3.875061263,1,1,0,0,0,1968,3.294025094,0,98055,47.4629,-122.187
805000,5.90579588,5,0.698970004,2.5,3,0.477121255,3320,3.521138084,7266,3.861295394,2,2,0.301029996,0,0,2000,3.301029996,0,98075,47.5862,-122.054
414000,5.617000341,4,0.602059991,2.5,3,0.477121255,3490,3.542825427,9030,3.95568775,1.5,2,0.301029996,0,0,1969,3.294245716,0,98023,47.3198,-122.386
375000,5.574031268,2,0.301029996,1.5,2,0.301029996,1160,3.064457989,1648,3.216957207,2,2,0.301029996,0,0,2002,3.301464073,0,98144,47.5916,-122.293
401000,5.603144373,4,0.602059991,1.75,2,0.301029996,3010,3.478566496,12523,4.097708381,1,1,0,0,0,1952,3.290479813,0,98125,47.707,-122.316
210000,5.322219295,3,0.477121255,1,1,0,1030,3.012837225,4583,3.661149857,1,1,0,0,0,1967,3.29380436,0,98198,47.4231,-122.329
365000,5.562292864,2,0.301029996,1,1,0,980,2.991226076,5110,3.7084209,1,1,0,0,0,1939,3.287577809,0,98115,47.7002,-122.314
178000,5.250420002,5,0.698970004,1.5,2,0.301029996,1990,3.298853076,18200,4.260071388,1,1,0,0,0,1960,3.292256071,0,98178,47.4938,-122.262
710000,5.851258349,2,0.301029996,1,1,0,1790,3.252853031,4000,3.602059991,1,1,0,0,0,1923,3.283979284,0,98112,47.6405,-122.301
255000,5.40654018,2,0.301029996,1,1,0,810,2.908485019,7980,3.902002891,1,1,0,0,0,1928,3.28510703,0,98146,47.489,-122.337
528000,5.722633923,5,0.698970004,2.25,2,0.301029996,2940,3.46834733,38009,4.579886444,1,1,0,0,0,1977,3.296006669,0,98077,47.7653,-122.077
537000,5.729974286,4,0.602059991,4.25,4,0.602059991,4883,3.688686724,26040,4.41564098,2,2,0.301029996,0,3,2006,3.302330929,0,98092,47.263,-122.216
442000,5.645422269,4,0.602059991,1.5,2,0.301029996,1360,3.133538908,6110,3.78604121,1,1,0,0,0,1955,3.291146762,0,98116,47.5755,-122.396
375000,5.574031268,3,0.477121255,1.75,2,0.301029996,1370,3.136720567,19550,4.291146762,1,1,0,0,0,1978,3.296226287,2006,98014,47.7002,-121.912
637250,5.804309844,4,0.602059991,2.5,3,0.477121255,2120,3.326335861,3220,3.507855872,2,2,0.301029996,0,0,2005,3.302114377,0,98052,47.6662,-122.083
427500,5.630936119,3,0.477121255,1.75,2,0.301029996,1240,3.093421685,7200,3.857332496,1,1,0,0,0,1942,3.288249226,0,98136,47.5142,-122.389
700000,5.84509804,4,0.602059991,2.5,3,0.477121255,2770,3.442479769,89298,4.950841732,2,2,0.301029996,0,0,2004,3.301897717,0,98053,47.6624,-122.01
680000,5.832508913,3,0.477121255,1.75,2,0.301029996,1660,3.220108088,5750,3.759667845,1,1,0,0,0,1909,3.280805928,0,98116,47.5843,-122.385
393820,5.595297768,2,0.301029996,2,2,0.301029996,1170,3.068185862,8251,3.916506587,1,1,0,0,0,1941,3.288025535,0,98115,47.6873,-122.291
525000,5.720159303,4,0.602059991,2.75,3,0.477121255,2470,3.392696953,7200,3.857332496,1,1,0,0,0,1940,3.28780173,0,98108,47.5631,-122.317
505000,5.703291378,2,0.301029996,1.75,2,0.301029996,1310,3.117271296,3816,3.581608366,1,1,0,0,0,1929,3.285332228,0,98117,47.679,-122.368
555565,5.744734878,3,0.477121255,2,2,0.301029996,1670,3.222716471,11337,4.054498147,1,1,0,0,1,1959,3.292034436,0,98033,47.6602,-122.188
650000,5.812913357,3,0.477121255,1.75,2,0.301029996,1660,3.220108088,10819,4.034187121,1,1,0,0,0,1942,3.288249226,0,98177,47.7045,-122.379
632500,5.80106053,5,0.698970004,3.25,3,0.477121255,3500,3.544068044,7254,3.860577551,2,2,0.301029996,0,0,2005,3.302114377,0,98065,47.5444,-121.881
269000,5.42975228,3,0.477121255,2.5,3,0.477121255,1440,3.158362492,3800,3.579783597,2,2,0.301029996,0,0,2005,3.302114377,0,98038,47.3606,-122.039
405000,5.607455023,4,0.602059991,2.75,3,0.477121255,2360,3.372912003,7716,3.887392219,1,1,0,0,0,1978,3.296226287,0,98034,47.7301,-122.223
845000,5.926856709,3,0.477121255,3.5,4,0.602059991,3460,3.539076099,15745,4.197142665,2,2,0.301029996,0,0,1986,3.297979244,0,98077,47.7262,-122.06
234000,5.369215857,3,0.477121255,1,1,0,1750,3.243038049,8820,3.945468585,1,1,0,0,0,1961,3.292477594,0,98032,47.3608,-122.29
638000,5.804820679,4,0.602059991,1.75,2,0.301029996,1470,3.167317335,4236,3.626955951,1.5,2,0.301029996,0,0,1946,3.289142836,0,98107,47.6692,-122.399
290000,5.462397998,3,0.477121255,1.75,2,0.301029996,1710,3.23299611,10950,4.039414119,1,1,0,0,0,1967,3.29380436,0,98045,47.4678,-121.745
262000,5.418301291,1,0,0.75,1,0,520,2.716003344,12981,4.11330815,1,1,0,0,0,1920,3.283301229,0,98022,47.2082,-121.995
270000,5.431363764,4,0.602059991,2.5,3,0.477121255,2350,3.371067862,5835,3.76604086,2,2,0.301029996,0,0,2003,3.301680949,0,98042,47.3494,-122.153
875000,5.942008053,4,0.602059991,2.25,2,0.301029996,2380,3.376576957,4876,3.688063697,2,2,0.301029996,0,0,1948,3.289588953,0,98117,47.6822,-122.4
299000,5.475671188,3,0.477121255,2.25,2,0.301029996,1920,3.283301229,7840,3.894316063,2,2,0.301029996,0,0,1982,3.29710365,0,98032,47.3631,-122.276
551000,5.741151599,3,0.477121255,1,1,0,1580,3.198657087,6000,3.77815125,1,1,0,0,0,1947,3.289365952,0,98027,47.5286,-122.032
350000,5.544068044,3,0.477121255,2.75,3,0.477121255,3070,3.487138375,5280,3.722633923,2,2,0.301029996,0,1,1950,3.290034611,1986,98166,47.4486,-122.353
1.90E+06,6.278753601,3,0.477121255,2.5,3,0.477121255,2660,3.424881637,13367,4.126033948,2,2,0.301029996,0,2,1992,3.299289334,0,98004,47.6501,-122.217
511718,5.709030694,2,0.301029996,1.75,2,0.301029996,1700,3.230448921,5000,3.698970004,1,1,0,0,0,1915,3.282168778,0,98117,47.6787,-122.363
965000,5.984527313,4,0.602059991,3.25,3,0.477121255,5010,3.699837726,49222,4.692159256,2,2,0.301029996,0,0,1978,3.296226287,0,98027,47.5489,-122.092
475000,5.67669361,4,0.602059991,2.25,2,0.301029996,2680,3.428134794,4673,3.669595781,2,2,0.301029996,0,0,1999,3.300812794,0,98011,47.7539,-122.219
1.06E+06,6.025305865,4,0.602059991,2.75,3,0.477121255,2720,3.434568904,4000,3.602059991,1.5,2,0.301029996,0,2,1928,3.28510703,0,98117,47.6797,-122.359
252000,5.401400541,2,0.301029996,1,1,0,940,2.973127854,15450,4.188928484,1,1,0,0,0,1926,3.284656283,0,98070,47.4408,-122.461
580000,5.763427994,6,0.77815125,2.5,3,0.477121255,3596,3.555819683,13700,4.136720567,1,1,0,0,0,1964,3.293141483,0,98166,47.4388,-122.339
374950,5.573973358,2,0.301029996,2.25,2,0.301029996,1240,3.093421685,1172,3.068927612,2,2,0.301029996,0,0,2008,3.302763708,0,98144,47.5877,-122.316
739000,5.868644438,5,0.698970004,4,4,0.602059991,4660,3.668385917,9900,3.995635195,2,2,0.301029996,0,2,1979,3.296445794,0,98056,47.5135,-122.2
271000,5.432969291,4,0.602059991,1.75,2,0.301029996,1710,3.23299611,7200,3.857332496,1,1,0,0,0,1975,3.2955671,0,98031,47.3967,-122.174
230000,5.361727836,2,0.301029996,1,1,0,930,2.968482949,7550,3.877946952,1,1,0,0,0,1986,3.297979244,0,98168,47.4866,-122.303
210000,5.322219295,3,0.477121255,2.25,2,0.301029996,1430,3.155336037,9150,3.961421094,1,1,0,0,0,1984,3.297541668,0,98023,47.3239,-122.35
350000,5.544068044,3,0.477121255,2.75,3,0.477121255,1650,3.217483944,5700,3.755874856,2,2,0.301029996,0,0,1988,3.29841638,0,98166,47.4563,-122.348
491500,5.691523522,3,0.477121255,2.25,2,0.301029996,1560,3.193124598,12000,4.079181246,1,1,0,0,0,1968,3.294025094,0,98034,47.7256,-122.166
325000,5.511883361,3,0.477121255,2.5,3,0.477121255,1870,3.271841607,9825,3.992332559,1,1,0,0,0,1994,3.299725154,0,98045,47.4639,-121.744
190000,5.278753601,3,0.477121255,2,2,0.301029996,1320,3.120573931,7625,3.882239848,1,1,0,0,0,1987,3.298197867,0,98038,47.3635,-122.045
658600,5.818621726,4,0.602059991,2,2,0.301029996,1400,3.146128036,4690,3.671172843,1.5,2,0.301029996,0,0,1945,3.288919606,0,98117,47.6826,-122.378
299950,5.477048866,3,0.477121255,1.5,2,0.301029996,1940,3.28780173,8951,3.951871557,1,1,0,0,0,1958,3.291812687,0,98168,47.473,-122.328
464000,5.666517981,5,0.698970004,2,2,0.301029996,2000,3.301029996,3000,3.477121255,1.5,2,0.301029996,0,0,1931,3.285782274,0,98122,47.6028,-122.298
308000,5.488550717,3,0.477121255,1,1,0,1640,3.214843848,18144,4.258733037,1.5,2,0.301029996,0,0,1942,3.288249226,0,98168,47.5027,-122.33
625000,5.795880017,3,0.477121255,1,1,0,1020,3.008600172,7650,3.883661435,1,1,0,0,0,1919,3.283074975,0,98033,47.6795,-122.202
240000,5.380211242,3,0.477121255,1.75,2,0.301029996,1630,3.212187604,9450,3.975431809,1,1,0,0,0,1977,3.296006669,0,98032,47.3729,-122.295
530000,5.72427587,4,0.602059991,2.5,3,0.477121255,2940,3.46834733,35996,4.556254243,2,2,0.301029996,0,0,1995,3.2999429,0,98042,47.3401,-122.067
1.00E+06,6,5,0.698970004,4.5,5,0.698970004,2120,3.326335861,8944,3.951531791,2,2,0.301029996,1,4,1939,3.287577809,1963,98006,47.5488,-122.197
439000,5.64246452,1,0,1,1,0,790,2.897627091,2400,3.380211242,1,1,0,0,0,1918,3.282848603,0,98122,47.6178,-122.299
575000,5.759667845,4,0.602059991,1.75,2,0.301029996,2020,3.305351369,6200,3.792391689,1,1,0,0,0,1948,3.289588953,0,98133,47.7013,-122.35
418000,5.621176282,3,0.477121255,1.75,2,0.301029996,1530,3.184691431,7238,3.859618579,1,1,0,0,0,1959,3.292034436,0,98155,47.7629,-122.315
1.21E+06,6.08278537,4,0.602059991,3.75,4,0.602059991,3250,3.511883361,10949,4.039374456,2,2,0.301029996,0,0,1930,3.285557309,1989,98004,47.639,-122.219
1.10E+06,6.041392685,4,0.602059991,3.75,4,0.602059991,2930,3.46686762,3200,3.505149978,1.5,2,0.301029996,0,0,1925,3.284430734,0,98119,47.643,-122.359
1.90E+06,6.278753601,3,0.477121255,3.75,4,0.602059991,3150,3.498310554,8550,3.931966115,2,2,0.301029996,0,0,2007,3.302547372,0,98112,47.6387,-122.284
580000,5.763427994,3,0.477121255,2.5,3,0.477121255,2180,3.338456494,40278,4.605067898,2,2,0.301029996,0,0,1985,3.297760511,0,98072,47.733,-122.09
380000,5.579783597,2,0.301029996,1,1,0,1040,3.017033339,7372,3.867585327,1,1,0,0,0,1939,3.287577809,0,98126,47.5285,-122.378
256000,5.408239965,3,0.477121255,1,1,0,880,2.944482672,5375,3.730378469,1,1,0,0,0,1924,3.284205068,0,98055,47.4858,-122.202
349950,5.544005998,3,0.477121255,1,1,0,1400,3.146128036,7066,3.849173633,1,1,0,0,0,1957,3.291590826,0,98125,47.7127,-122.325
691500,5.839792184,4,0.602059991,2.5,3,0.477121255,2600,3.414973348,7200,3.857332496,2,2,0.301029996,0,0,1962,3.292699003,2002,98115,47.6944,-122.274
556000,5.745074792,3,0.477121255,1.75,2,0.301029996,1590,3.201397124,2500,3.397940009,1.5,2,0.301029996,0,0,1908,3.28057837,0,98105,47.6668,-122.299
218000,5.338456494,3,0.477121255,2.25,2,0.301029996,1610,3.206825876,7084,3.850278553,1,1,0,0,0,1968,3.294025094,0,98023,47.3146,-122.384
425000,5.62838893,4,0.602059991,2,2,0.301029996,1390,3.1430148,4500,3.653212514,1.5,2,0.301029996,0,0,1908,3.28057837,0,98108,47.5552,-122.311
935000,5.970811611,3,0.477121255,3.25,3,0.477121255,3710,3.56937391,38509,4.585562241,2,2,0.301029996,0,0,1998,3.300595484,0,98014,47.693,-121.868
732000,5.864511081,4,0.602059991,1.75,2,0.301029996,2360,3.372912003,11300,4.053078443,1,1,0,0,0,1974,3.295347148,0,98006,47.5728,-122.163
805500,5.906065545,3,0.477121255,1,1,0,1440,3.158362492,10330,4.014100322,1,1,0,0,0,1952,3.290479813,0,98004,47.6245,-122.193
507250,5.705222056,3,0.477121255,1.75,2,0.301029996,1400,3.146128036,5750,3.759667845,1,1,0,0,2,1915,3.282168778,0,98126,47.5659,-122.38
800000,5.903089987,4,0.602059991,2.5,3,0.477121255,4600,3.662757832,67369,4.828460101,2,2,0.301029996,0,0,1990,3.298853076,0,98053,47.6417,-121.992
600000,5.77815125,3,0.477121255,2.25,2,0.301029996,2100,3.322219295,8276,3.917820482,2,2,0.301029996,0,1,1979,3.296445794,0,98008,47.6068,-122.112
627800,5.797821311,4,0.602059991,1.75,2,0.301029996,2010,3.303196057,12044,4.080770747,1,1,0,0,0,1982,3.29710365,0,98074,47.6446,-122.068
